First Name,Last Name,Email,Gender,Age,Department,Attendance (%),Midterm Score,Final Score,Assignment Average,Quiz Average,Participation Score,Project Score,Total Score,Grade,Study Hours Per Week,Extracurricular Activity,Internet Access,Parent's Education,Family Income,Stress Level
Aarav,Verma,aarav.verma590@example.com,Female,25,Electronics,100.0,70.69,62.38,100.0,58.17,78.2,78.16,72.05,B,26,No,Yes,Master,Low,High
Arjun,Kumar,arjun.kumar54@example.com,Male,18,Electronics,93.45,75.4,64.52,65.49,69.9,67.93,76.57,69.3,C,27,No,Yes,PhD,High,Low
Aditya,Banerjee,aditya.banerjee511@example.com,Female,24,Computer Science,74.36,47.59,90.83,70.02,58.78,76.32,76.82,71.57,B,6,Yes,Yes,High School,Low,Low
Pari,Joshi,pari.joshi199@example.com,Male,24,Electrical,62.54,74.97,56.29,92.11,80.29,74.0,67.06,70.7,B,24,Yes,No,Diploma,Middle,Medium
Diya,Pandey,diya.pandey67@example.com,Other,17,Data Science,78.95,79.19,71.62,72.83,74.7,71.96,71.88,74.04,B,26,Yes,No,Diploma,Low,Low
Shaurya,Yadav,shaurya.yadav588@example.com,Female,18,Electrical,59.14,84.61,76.48,67.27,96.78,78.87,63.57,77.99,B,28,Yes,No,High School,Middle,Medium
Ishaan,Iyer,ishaan.iyer89@example.com,Male,19,Mechanical,88.57,75.97,77.92,70.74,79.41,75.38,82.67,76.85,B,34,No,Yes,Master,Low,Low
Siya,Chatterjee,siya.chatterjee30@example.com,Male,23,Data Science,60.95,63.49,97.83,67.33,66.75,73.52,61.42,76.71,B,34,Yes,Yes,High School,Low,High
Shaurya,Banerjee,shaurya.banerjee529@example.com,Other,18,Computer Science,57.92,66.54,74.04,74.47,72.26,78.43,88.27,73.69,B,34,No,Yes,PhD,Low,Low
Siya,Joshi,siya.joshi915@example.com,Female,18,Data Science,78.1,61.39,67.78,80.79,90.94,71.72,77.19,71.59,B,14,No,Yes,Bachelor,Low,High
Reyansh,Gupta,reyansh.gupta986@example.com,Female,25,Computer Science,83.38,55.11,72.31,60.34,52.77,81.67,71.39,64.64,C,33,No,No,Master,Middle,Medium
Aadhya,Gupta,aadhya.gupta55@example.com,Male,22,Civil,82.02,69.73,57.35,74.55,59.2,91.91,59.73,65.18,C,19,No,Yes,PhD,Low,Medium
Atharv,Iyer,atharv.iyer266@example.com,Female,19,Data Science,78.04,54.37,80.56,71.69,67.78,86.53,76.35,71.28,B,18,Yes,No,PhD,Middle,Low
Aadhya,Saxena,aadhya.saxena958@example.com,Female,23,Civil,85.17,55.28,50.93,76.07,70.17,84.26,75.04,61.79,C,26,No,No,Bachelor,High,Low
Shaurya,Tiwari,shaurya.tiwari130@example.com,Other,17,Mechanical,82.05,45.65,100.0,73.36,82.37,69.64,79.7,77.1,B,9,Yes,No,PhD,High,Low
Arjun,Patel,arjun.patel826@example.com,Female,19,Mechanical,66.97,76.78,66.66,75.29,82.38,65.67,67.79,72.12,B,23,Yes,Yes,High School,Middle,Low
Arjun,Chatterjee,arjun.chatterjee397@example.com,Male,17,Electrical,84.57,100.0,69.93,80.91,72.72,97.42,55.03,79.26,B,6,No,Yes,Diploma,Low,Medium
Diya,Reddy,diya.reddy871@example.com,Other,21,Mechanical,80.95,45.62,34.4,77.97,75.67,75.15,74.73,53.94,D,7,Yes,Yes,Master,Low,High
Riya,Gupta,riya.gupta802@example.com,Other,25,Data Science,100.0,66.13,79.65,68.51,77.54,75.62,71.07,73.33,B,11,No,Yes,High School,Middle,Medium
Riya,Gupta,riya.gupta86@example.com,Female,19,Mechanical,98.19,87.66,74.05,51.96,69.67,100.0,73.23,74.92,B,12,Yes,No,PhD,Low,High
Aarav,Malhotra,aarav.malhotra192@example.com,Other,20,Computer Science,91.03,91.63,75.28,66.58,44.78,84.84,66.22,74.59,B,22,Yes,No,PhD,Low,Low
Aadhya,Saxena,aadhya.saxena467@example.com,Female,22,Mechanical,81.76,51.25,68.02,75.34,77.22,66.85,90.36,68.02,C,19,Yes,No,PhD,Middle,Medium
Siya,Mehta,siya.mehta985@example.com,Male,19,Data Science,74.03,44.88,70.36,75.34,75.93,91.62,73.16,66.64,C,20,Yes,Yes,PhD,Middle,Medium
Siya,Gupta,siya.gupta832@example.com,Other,23,Data Science,78.8,53.45,84.31,76.84,68.96,58.95,93.33,73.57,B,33,No,No,Master,Low,Low
Aditya,Saxena,aditya.saxena572@example.com,Other,17,Civil,67.72,61.13,77.38,63.03,56.08,56.76,84.65,68.73,C,20,Yes,No,High School,Low,Medium
Pari,Nair,pari.nair374@example.com,Female,21,Electrical,74.55,100.0,57.08,65.79,67.22,80.43,70.36,72.63,B,33,No,Yes,Master,High,Medium
Navya,Verma,navya.verma222@example.com,Other,19,Electrical,86.12,55.32,51.28,57.02,47.32,72.82,72.39,55.94,C,18,No,No,PhD,Low,Low
Saanvi,Chatterjee,saanvi.chatterjee234@example.com,Other,22,Electrical,73.69,88.65,90.42,71.65,52.47,72.33,68.8,80.3,B,32,No,No,Bachelor,High,Low
Riya,Chatterjee,riya.chatterjee430@example.com,Other,17,Mechanical,73.43,59.53,62.2,71.13,66.37,80.08,80.32,66.0,C,20,No,Yes,Master,High,Low
Krishna,Kapoor,krishna.kapoor805@example.com,Other,25,Computer Science,70.89,89.07,57.3,58.82,78.57,69.83,79.86,70.48,B,5,Yes,No,Diploma,High,High
Diya,Saxena,diya.saxena155@example.com,Male,19,Computer Science,55.96,90.89,82.08,60.0,56.25,94.72,67.15,77.53,B,30,Yes,No,Diploma,Middle,Medium
Myra,Nair,myra.nair284@example.com,Female,24,Civil,71.66,36.01,66.74,72.72,82.59,64.01,57.76,60.5,C,32,No,Yes,High School,Middle,Low
Reyansh,Yadav,reyansh.yadav494@example.com,Female,24,Civil,84.51,85.1,48.43,85.82,74.45,88.92,75.16,70.51,B,22,Yes,No,Diploma,High,Medium
Arjun,Saxena,arjun.saxena899@example.com,Other,23,Electrical,54.78,67.72,87.9,66.06,69.34,76.24,41.21,72.47,B,33,Yes,Yes,Master,Low,Low
Navya,Singh,navya.singh104@example.com,Other,24,Electronics,96.71,56.48,79.59,74.13,89.09,82.06,73.18,73.43,B,14,No,No,PhD,Low,Medium
Vivaan,Nair,vivaan.nair1@example.com,Male,21,Electronics,71.06,81.97,43.9,81.46,60.81,90.52,77.94,66.48,C,31,No,Yes,PhD,Low,High
Reyansh,Singh,reyansh.singh392@example.com,Other,25,Data Science,86.44,71.23,45.71,66.39,82.07,79.67,90.17,64.97,C,11,No,Yes,High School,High,High
Ishaan,Pandey,ishaan.pandey670@example.com,Other,20,Electronics,84.03,55.5,60.06,76.03,46.23,94.73,81.3,63.79,C,18,No,Yes,Master,High,Low
Aarav,Chatterjee,aarav.chatterjee172@example.com,Male,22,Electrical,92.27,46.29,90.67,97.31,58.15,85.71,76.01,75.61,B,26,Yes,No,Master,Low,High
Atharv,Kumar,atharv.kumar113@example.com,Other,18,Mechanical,64.56,77.39,84.5,68.99,87.99,61.33,58.06,76.95,B,17,No,Yes,PhD,Middle,Medium
Pari,Gupta,pari.gupta703@example.com,Female,24,Electronics,81.37,70.38,61.25,83.1,80.37,86.58,74.52,71.32,B,19,No,Yes,Diploma,High,High
Navya,Singh,navya.singh935@example.com,Female,23,Computer Science,86.03,63.32,100.0,66.87,99.26,78.35,59.49,80.65,B,34,No,No,Master,High,Medium
Arjun,Pandey,arjun.pandey22@example.com,Other,18,Computer Science,93.68,71.89,84.77,87.24,78.06,72.08,87.71,80.91,B,27,Yes,Yes,PhD,High,Low
Saanvi,Das,saanvi.das80@example.com,Other,18,Electronics,80.01,80.29,39.69,79.47,66.34,94.53,83.48,65.59,C,27,Yes,No,Master,Low,Low
Diya,Kapoor,diya.kapoor106@example.com,Female,22,Data Science,82.4,77.29,57.02,91.23,97.9,81.93,95.08,76.36,B,33,No,Yes,Diploma,Low,Medium
Siya,Verma,siya.verma400@example.com,Male,20,Electrical,74.31,58.04,72.61,79.35,69.27,83.38,79.68,70.89,B,9,Yes,Yes,PhD,Low,Low
Saanvi,Banerjee,saanvi.banerjee241@example.com,Other,23,Computer Science,70.02,77.78,84.95,76.71,87.83,65.83,81.62,80.92,B,21,Yes,No,Diploma,Low,Low
Siya,Patel,siya.patel400@example.com,Other,23,Mechanical,68.3,53.29,62.54,65.58,67.42,75.86,86.05,64.19,C,22,Yes,No,PhD,Middle,Low
Navya,Tiwari,navya.tiwari37@example.com,Female,20,Electrical,76.79,46.22,89.1,66.63,73.3,82.47,78.4,72.03,B,26,No,No,Bachelor,Middle,Medium
Aadhya,Kapoor,aadhya.kapoor616@example.com,Other,21,Mechanical,90.94,77.19,59.08,96.79,76.33,76.53,87.57,74.71,B,17,No,No,Bachelor,Low,Medium
Siya,Gupta,siya.gupta143@example.com,Male,19,Mechanical,82.49,75.99,100.0,72.25,70.19,79.17,88.86,84.7,B,8,No,Yes,Bachelor,High,Low
Pari,Yadav,pari.yadav669@example.com,Male,18,Data Science,64.93,40.52,63.19,58.66,68.9,83.02,65.31,58.62,C,34,No,No,PhD,Low,High
Sai,Malhotra,sai.malhotra830@example.com,Other,21,Data Science,65.73,71.04,84.94,58.05,83.84,86.17,87.45,77.63,B,26,Yes,Yes,PhD,High,High
Shaurya,Patel,shaurya.patel986@example.com,Female,23,Computer Science,92.18,100.0,66.66,76.1,69.0,78.02,94.39,79.99,B,25,Yes,No,PhD,High,Medium
Anaya,Reddy,anaya.reddy13@example.com,Male,21,Civil,66.55,57.08,92.66,85.2,69.64,86.54,80.09,78.78,B,21,No,No,Diploma,Low,Medium
Aarav,Gupta,aarav.gupta113@example.com,Other,20,Information Technology,95.0,71.12,87.38,100.0,81.18,78.49,84.67,83.87,B,16,Yes,No,High School,Middle,High
Aditya,Malhotra,aditya.malhotra535@example.com,Female,17,Computer Science,76.35,100.0,74.7,72.27,63.97,88.97,86.41,81.47,B,19,Yes,Yes,Diploma,Low,Low
Sai,Joshi,sai.joshi345@example.com,Other,17,Data Science,75.03,78.65,49.37,76.85,79.43,95.07,66.75,67.84,C,20,No,No,Master,Middle,Low
Sai,Kumar,sai.kumar276@example.com,Female,22,Mechanical,67.22,56.57,51.95,88.37,92.58,81.2,90.66,67.96,C,10,No,Yes,High School,Low,Medium
Aadhya,Tiwari,aadhya.tiwari473@example.com,Female,21,Electrical,81.34,68.57,67.0,71.9,55.43,80.64,75.52,68.51,C,20,No,Yes,High School,Low,High
Diya,Singh,diya.singh849@example.com,Male,25,Electronics,87.45,71.4,69.56,66.29,74.87,85.38,62.28,70.12,B,16,Yes,Yes,Master,Middle,Medium
Anika,Malhotra,anika.malhotra662@example.com,Female,24,Computer Science,80.87,73.5,61.23,69.12,76.77,66.67,80.2,69.2,C,10,No,Yes,Diploma,High,Low
Navya,Kapoor,navya.kapoor644@example.com,Other,20,Information Technology,71.05,85.94,100.0,66.39,80.41,70.73,88.49,86.87,A,18,No,No,PhD,High,Low
Aarav,Verma,aarav.verma478@example.com,Male,21,Electrical,67.35,77.21,58.91,72.93,61.63,86.22,65.96,67.93,C,13,No,No,PhD,High,Medium
Saanvi,Reddy,saanvi.reddy861@example.com,Male,22,Electronics,85.52,64.84,70.28,76.48,64.86,80.1,94.36,72.21,B,29,No,Yes,Bachelor,Low,Low
Reyansh,Banerjee,reyansh.banerjee369@example.com,Male,20,Electrical,72.22,87.58,94.47,66.84,56.54,81.02,69.43,81.63,B,33,No,Yes,High School,Middle,Medium
Diya,Reddy,diya.reddy421@example.com,Female,21,Information Technology,98.69,70.52,59.97,63.53,87.08,72.29,76.53,68.12,C,13,No,No,PhD,Low,Medium
Shaurya,Singh,shaurya.singh329@example.com,Male,22,Computer Science,89.56,62.74,71.31,74.83,82.2,83.91,73.36,71.62,B,30,Yes,Yes,Diploma,Low,High
Myra,Kumar,myra.kumar191@example.com,Male,23,Information Technology,80.64,64.42,49.84,77.58,96.71,69.16,66.72,64.99,C,17,Yes,Yes,Master,Low,Low
Riya,Kumar,riya.kumar449@example.com,Other,19,Information Technology,71.29,80.87,78.73,73.41,62.98,78.92,57.22,74.75,B,32,No,No,Bachelor,Middle,Medium
Aditya,Verma,aditya.verma34@example.com,Other,18,Electronics,81.43,83.07,53.23,59.67,92.95,71.88,89.63,70.2,B,32,Yes,Yes,Diploma,Low,Medium
Atharv,Pandey,atharv.pandey829@example.com,Other,18,Data Science,78.46,67.57,78.58,66.16,75.59,74.19,60.15,71.6,B,6,Yes,Yes,High School,Low,High
Arjun,Malhotra,arjun.malhotra489@example.com,Other,25,Data Science,83.37,66.05,69.64,62.9,93.1,86.77,87.57,72.73,B,32,No,No,Bachelor,Low,High
Diya,Patel,diya.patel975@example.com,Female,23,Electrical,76.95,44.06,100.0,74.39,65.01,82.17,90.01,76.78,B,16,Yes,Yes,High School,High,High
Krishna,Patel,krishna.patel689@example.com,Male,22,Information Technology,79.77,89.18,88.24,64.24,65.91,87.58,43.45,78.13,B,29,Yes,Yes,Bachelor,Middle,Low
Riya,Banerjee,riya.banerjee412@example.com,Male,19,Computer Science,78.51,48.54,64.85,72.01,69.7,72.48,62.83,62.51,C,26,Yes,Yes,Diploma,Middle,Low
Krishna,Kapoor,krishna.kapoor638@example.com,Female,17,Mechanical,100.0,98.01,54.57,90.82,69.21,79.29,75.24,75.63,B,11,Yes,No,Bachelor,High,High
Navya,Kumar,navya.kumar356@example.com,Female,21,Electronics,73.4,84.76,73.89,70.23,58.34,69.06,56.3,72.5,B,30,No,No,Diploma,High,Medium
Pari,Saxena,pari.saxena686@example.com,Female,17,Civil,80.12,52.05,68.02,88.7,88.39,77.68,74.95,70.34,B,13,Yes,Yes,PhD,Middle,High
Vivaan,Reddy,vivaan.reddy188@example.com,Male,20,Civil,98.8,77.81,67.08,60.74,78.73,86.29,68.42,71.07,B,33,Yes,No,High School,Low,Medium
Sai,Joshi,sai.joshi158@example.com,Other,24,Civil,82.91,64.55,69.24,50.12,71.34,87.69,68.42,66.25,C,7,No,Yes,High School,Middle,High
Riya,Kumar,riya.kumar320@example.com,Female,25,Information Technology,80.53,58.66,77.41,72.83,62.73,91.33,87.15,72.24,B,33,Yes,No,PhD,High,High
Myra,Yadav,myra.yadav380@example.com,Other,20,Electronics,73.95,77.47,80.06,81.42,53.67,88.07,69.16,76.29,B,22,Yes,Yes,Diploma,Low,High
Pari,Singh,pari.singh275@example.com,Other,21,Computer Science,76.42,100.0,76.53,71.14,47.54,91.9,59.86,77.79,B,32,No,No,Bachelor,Middle,High
Ishaan,Verma,ishaan.verma800@example.com,Female,18,Information Technology,69.97,65.03,93.25,82.73,72.11,81.08,68.8,79.45,B,18,No,No,Bachelor,Middle,High
Riya,Mehta,riya.mehta329@example.com,Female,20,Electrical,81.4,71.1,86.53,84.67,79.93,74.38,84.9,80.96,B,27,Yes,No,Diploma,High,Medium
Anika,Mehta,anika.mehta216@example.com,Male,20,Electronics,79.08,53.77,65.95,75.85,84.92,76.16,61.49,66.35,C,9,No,No,Diploma,High,Medium
Aadhya,Singh,aadhya.singh32@example.com,Female,23,Electrical,80.57,71.7,74.79,84.2,86.23,72.06,68.61,75.82,B,31,Yes,Yes,Master,Low,High
Aditya,Yadav,aditya.yadav90@example.com,Other,18,Civil,69.6,80.48,93.73,71.85,71.1,92.67,82.07,83.65,B,14,No,Yes,Bachelor,Middle,High
Navya,Chatterjee,navya.chatterjee24@example.com,Male,23,Electrical,84.36,52.14,82.18,65.71,60.39,74.53,68.97,68.32,C,11,Yes,Yes,Diploma,High,Medium
Riya,Joshi,riya.joshi961@example.com,Female,18,Electronics,77.78,48.39,86.38,86.28,50.63,87.78,66.27,71.35,B,15,Yes,No,Bachelor,High,High
Aarav,Das,aarav.das229@example.com,Male,17,Electrical,88.57,68.97,72.43,73.15,88.55,65.6,83.29,74.03,B,17,No,No,Master,High,Low
Aadhya,Nair,aadhya.nair126@example.com,Male,20,Electronics,91.01,80.75,100.0,69.71,85.49,76.94,90.8,87.12,A,20,Yes,No,High School,High,Medium
Ishaan,Gupta,ishaan.gupta690@example.com,Other,25,Electronics,79.92,64.18,91.59,70.08,57.05,72.83,83.43,76.3,B,10,Yes,Yes,High School,High,Low
Aarav,Gupta,aarav.gupta98@example.com,Female,24,Information Technology,93.92,71.67,91.77,61.42,68.68,75.11,74.63,77.34,B,14,No,Yes,High School,Low,High
Sai,Pandey,sai.pandey571@example.com,Female,25,Electronics,80.84,80.36,65.33,76.39,73.46,68.74,74.64,72.66,B,11,Yes,Yes,High School,Low,Medium
Aditya,Chatterjee,aditya.chatterjee35@example.com,Male,25,Civil,78.56,67.52,72.48,75.76,68.81,90.73,61.97,71.23,B,30,No,No,PhD,Middle,High
Shaurya,Singh,shaurya.singh790@example.com,Female,24,Mechanical,72.79,100.0,56.43,61.46,82.81,57.23,73.18,72.43,B,22,No,No,PhD,Middle,Medium
Aditya,Reddy,aditya.reddy927@example.com,Other,22,Computer Science,100.0,46.83,42.27,60.01,84.78,89.25,69.85,55.43,C,21,Yes,No,High School,Low,Medium
Myra,Singh,myra.singh582@example.com,Other,21,Electrical,86.83,90.85,98.81,72.54,46.38,69.79,70.88,83.39,B,18,Yes,Yes,Diploma,High,High
Aadhya,Malhotra,aadhya.malhotra316@example.com,Other,19,Electrical,77.41,67.18,88.78,87.74,71.94,88.98,80.29,80.7,B,10,Yes,No,Master,Low,High
Anaya,Pandey,anaya.pandey606@example.com,Female,17,Electrical,80.65,83.6,73.08,95.58,56.74,72.85,74.48,77.58,B,12,Yes,No,Diploma,High,Medium
Saanvi,Iyer,saanvi.iyer274@example.com,Other,18,Electronics,84.39,89.02,71.63,60.78,84.11,85.55,52.7,74.4,B,15,Yes,No,High School,Low,High
Aditya,Yadav,aditya.yadav803@example.com,Male,22,Mechanical,79.96,46.15,62.03,65.97,83.71,79.17,60.57,61.53,C,29,No,Yes,Diploma,Middle,Medium
Arjun,Patel,arjun.patel702@example.com,Male,17,Electrical,88.8,48.49,76.95,66.86,69.61,83.04,82.26,68.42,C,27,No,No,Diploma,Middle,Medium
Myra,Nair,myra.nair971@example.com,Other,17,Civil,93.37,68.77,76.6,70.62,76.18,82.39,74.82,73.81,B,35,No,Yes,High School,High,Medium
Riya,Joshi,riya.joshi338@example.com,Male,23,Computer Science,61.96,74.97,77.47,68.2,58.59,92.76,81.9,74.77,B,10,No,No,Master,Low,High
Anika,Saxena,anika.saxena534@example.com,Female,25,Information Technology,77.71,52.94,59.67,88.03,75.65,72.49,82.12,66.73,C,9,No,Yes,PhD,Middle,Medium
Aarav,Banerjee,aarav.banerjee460@example.com,Female,24,Electronics,71.86,92.51,92.29,70.33,66.46,51.82,58.22,81.04,B,26,Yes,No,Master,High,Low
Shaurya,Joshi,shaurya.joshi979@example.com,Male,21,Mechanical,66.61,72.03,67.11,61.55,70.63,83.05,82.33,70.17,B,11,Yes,Yes,Master,High,Low
Riya,Gupta,riya.gupta280@example.com,Other,23,Computer Science,61.0,68.08,51.25,84.02,83.41,69.02,66.81,66.03,C,18,No,No,Bachelor,Low,Low
Myra,Verma,myra.verma150@example.com,Other,24,Electronics,75.39,36.21,77.04,72.27,85.64,67.02,68.57,65.63,C,15,No,No,Master,High,High
Shaurya,Mehta,shaurya.mehta570@example.com,Male,17,Electrical,64.93,54.94,54.27,84.96,65.62,79.24,71.43,63.14,C,10,No,No,Master,High,Low
Reyansh,Mehta,reyansh.mehta402@example.com,Other,20,Computer Science,67.31,67.48,80.99,62.92,83.71,69.5,70.2,73.52,B,14,No,Yes,PhD,High,Low
Atharv,Malhotra,atharv.malhotra520@example.com,Male,23,Electrical,85.31,60.05,72.56,71.85,75.55,54.19,54.04,66.86,C,19,Yes,Yes,PhD,High,Medium
Aditya,Iyer,aditya.iyer575@example.com,Female,24,Electrical,86.16,85.56,58.34,72.56,77.54,84.93,51.67,69.86,C,31,No,No,High School,Low,Low
Myra,Yadav,myra.yadav758@example.com,Male,23,Computer Science,71.14,65.01,82.55,99.98,71.26,63.93,80.83,78.55,B,13,Yes,No,Bachelor,Middle,Low
Siya,Das,siya.das544@example.com,Male,21,Information Technology,93.21,71.62,58.4,84.58,81.96,67.74,80.58,70.67,B,5,No,Yes,PhD,Low,High
Aadhya,Banerjee,aadhya.banerjee707@example.com,Male,22,Computer Science,89.97,87.73,71.0,71.42,88.73,65.9,81.26,77.79,B,23,No,Yes,High School,Low,Medium
Aadhya,Gupta,aadhya.gupta742@example.com,Female,19,Data Science,66.3,85.98,68.13,87.69,79.9,65.77,93.1,79.08,B,32,No,Yes,Bachelor,Middle,Medium
Vivaan,Iyer,vivaan.iyer439@example.com,Male,24,Electronics,95.51,83.23,60.58,71.94,75.75,70.96,96.31,73.55,B,10,No,No,High School,High,Medium
Anika,Nair,anika.nair371@example.com,Female,18,Electrical,81.44,29.45,77.09,71.52,73.1,74.31,85.68,64.67,C,16,No,Yes,Diploma,Middle,Low
Diya,Kumar,diya.kumar19@example.com,Female,20,Electronics,91.2,74.25,66.91,74.59,74.24,69.98,82.95,72.39,B,29,No,No,PhD,High,Medium
Aadhya,Verma,aadhya.verma650@example.com,Other,20,Mechanical,84.6,93.11,90.83,68.14,83.84,68.49,84.35,85.53,A,9,Yes,No,Bachelor,Low,Low
Anika,Verma,anika.verma99@example.com,Other,25,Computer Science,74.83,54.65,76.2,48.25,52.99,76.23,76.99,64.38,C,16,Yes,No,Bachelor,Middle,High
Arjun,Saxena,arjun.saxena471@example.com,Other,20,Data Science,76.31,46.31,59.73,78.91,80.98,77.84,89.88,65.3,C,25,No,Yes,Diploma,Middle,High
Pari,Saxena,pari.saxena211@example.com,Other,17,Civil,83.97,58.79,67.79,60.97,72.7,89.12,84.22,67.72,C,25,No,Yes,Master,Low,Medium
Saanvi,Saxena,saanvi.saxena45@example.com,Other,23,Electrical,94.02,65.46,92.19,73.07,91.66,77.78,84.49,81.09,B,20,No,No,Master,High,Low
Aarav,Mehta,aarav.mehta17@example.com,Female,21,Electrical,94.75,67.1,75.28,87.89,72.4,64.79,100.0,76.78,B,32,No,Yes,Diploma,High,Medium
Siya,Reddy,siya.reddy318@example.com,Male,22,Civil,75.3,72.38,89.34,68.92,61.91,80.54,54.48,75.37,B,25,Yes,Yes,Diploma,High,High
Anaya,Singh,anaya.singh751@example.com,Male,18,Electronics,77.12,73.68,67.95,59.57,93.13,79.04,93.17,73.72,B,7,Yes,No,Master,High,Low
Anika,Gupta,anika.gupta477@example.com,Female,18,Mechanical,77.4,56.8,76.04,72.84,59.87,92.7,68.53,69.21,C,16,No,No,High School,Low,High
Arjun,Iyer,arjun.iyer410@example.com,Other,18,Mechanical,61.6,89.92,64.44,68.92,52.82,95.41,60.53,71.48,B,33,No,Yes,Bachelor,Middle,High
Saanvi,Chatterjee,saanvi.chatterjee330@example.com,Male,22,Electronics,80.58,83.69,78.33,74.4,53.58,69.9,78.25,76.18,B,14,No,Yes,PhD,Middle,High
Siya,Gupta,siya.gupta568@example.com,Other,20,Computer Science,72.13,73.05,82.23,84.63,59.29,99.97,85.21,79.18,B,34,Yes,Yes,High School,High,Low
Anika,Chatterjee,anika.chatterjee331@example.com,Female,21,Electronics,79.98,86.34,100.0,60.61,71.3,54.22,78.31,83.35,B,15,No,No,High School,High,High
Anika,Verma,anika.verma675@example.com,Male,24,Electronics,83.65,69.41,62.18,54.5,78.48,92.55,68.91,66.66,C,17,Yes,No,Diploma,Low,Medium
Ishaan,Mehta,ishaan.mehta852@example.com,Male,25,Electrical,84.4,46.48,78.86,71.07,64.85,70.4,71.28,67.01,C,17,No,Yes,Master,Low,High
Reyansh,Das,reyansh.das955@example.com,Female,21,Electrical,83.82,50.32,66.04,74.59,60.81,95.97,65.76,64.34,C,13,Yes,Yes,Master,High,Medium
Diya,Singh,diya.singh249@example.com,Other,18,Civil,73.31,55.33,98.98,80.53,62.76,89.06,78.41,79.12,B,32,Yes,No,PhD,Low,Medium
Atharv,Reddy,atharv.reddy466@example.com,Male,19,Data Science,82.57,64.83,60.76,78.38,67.46,96.17,60.77,66.86,C,14,No,No,Master,Low,Low
Navya,Kumar,navya.kumar389@example.com,Other,24,Information Technology,95.36,68.33,76.49,83.33,66.44,86.64,43.51,71.68,B,20,No,No,Bachelor,Low,Low
Myra,Chatterjee,myra.chatterjee842@example.com,Other,21,Information Technology,72.8,56.14,53.2,72.85,78.63,85.03,78.89,63.58,C,16,No,No,Master,High,Medium
Saanvi,Kapoor,saanvi.kapoor499@example.com,Other,24,Electronics,73.34,75.54,73.86,84.36,83.32,78.3,65.23,76.16,B,22,Yes,No,Master,High,Low
Saanvi,Singh,saanvi.singh200@example.com,Male,24,Computer Science,73.47,61.75,67.27,77.68,82.58,77.49,76.19,70.39,B,24,Yes,Yes,High School,Low,Low
Riya,Tiwari,riya.tiwari192@example.com,Male,22,Data Science,81.43,62.26,58.12,57.45,65.66,82.73,67.57,61.98,C,13,Yes,Yes,Diploma,Low,Low
Shaurya,Chatterjee,shaurya.chatterjee144@example.com,Other,23,Data Science,77.62,77.0,79.81,64.2,85.96,89.27,62.44,76.12,B,20,No,No,Master,Low,Low
Krishna,Patel,krishna.patel310@example.com,Male,23,Information Technology,71.76,87.87,69.8,52.8,57.2,75.51,62.04,70.02,B,7,No,Yes,PhD,High,Medium
Aadhya,Singh,aadhya.singh794@example.com,Male,25,Data Science,75.87,70.49,93.93,72.1,86.87,92.29,93.21,83.94,B,6,Yes,No,PhD,Middle,High
Reyansh,Verma,reyansh.verma104@example.com,Female,18,Computer Science,82.85,40.55,78.91,85.48,73.03,95.45,86.32,71.29,B,11,Yes,Yes,Master,Low,Medium
Shaurya,Chatterjee,shaurya.chatterjee617@example.com,Female,21,Mechanical,85.68,86.3,77.0,50.07,68.01,89.97,66.31,73.97,B,6,Yes,No,Diploma,Middle,High
Arjun,Verma,arjun.verma233@example.com,Female,22,Data Science,77.77,54.33,98.76,91.81,63.39,79.47,67.83,79.02,B,5,No,Yes,Bachelor,Middle,Low
Vivaan,Patel,vivaan.patel99@example.com,Other,19,Electronics,86.15,77.65,84.18,78.32,100.0,67.72,55.47,79.55,B,16,No,No,PhD,High,High
Riya,Nair,riya.nair439@example.com,Female,25,Data Science,76.07,46.48,49.61,64.99,62.93,68.45,82.22,56.67,C,12,Yes,Yes,High School,High,Low
Ishaan,Das,ishaan.das451@example.com,Male,23,Computer Science,74.94,67.31,85.41,67.34,70.83,81.66,52.7,73.26,B,35,Yes,Yes,Master,Low,Medium
Aarav,Das,aarav.das4@example.com,Female,22,Electronics,56.15,75.19,79.38,95.64,75.9,86.2,73.65,80.19,B,30,No,Yes,Master,High,High
Saanvi,Banerjee,saanvi.banerjee479@example.com,Male,25,Mechanical,82.97,95.01,40.14,79.14,99.63,80.82,95.81,73.26,B,20,Yes,Yes,Bachelor,Middle,Medium
Diya,Yadav,diya.yadav945@example.com,Other,25,Computer Science,73.71,69.52,72.5,52.82,59.98,67.03,85.86,68.62,C,16,No,Yes,Bachelor,High,High
Sai,Saxena,sai.saxena896@example.com,Female,20,Electrical,88.72,74.86,84.36,73.36,88.42,78.09,76.69,79.66,B,28,Yes,No,PhD,Middle,Low
Navya,Iyer,navya.iyer526@example.com,Other,18,Mechanical,77.34,80.27,65.68,84.76,60.41,67.01,84.25,73.59,B,25,Yes,Yes,Diploma,Low,High
Sai,Sharma,sai.sharma691@example.com,Other,25,Electrical,79.11,63.19,85.35,68.93,71.6,91.99,94.47,77.22,B,22,Yes,No,PhD,Low,Medium
Navya,Gupta,navya.gupta350@example.com,Other,18,Electrical,95.72,65.77,90.46,65.51,63.12,54.5,96.07,76.57,B,25,No,Yes,Master,Middle,Medium
Aarav,Chatterjee,aarav.chatterjee436@example.com,Female,17,Electrical,71.36,68.1,58.35,81.95,69.49,64.95,81.3,68.07,C,17,No,Yes,High School,Low,High
